,index,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,name,cusip,twitter,put_value,hedge_funds_putting
167,2860,2860,100,100,ACHIEVE LIFE SCIENCES INC,004468500,AchieveInc,93310.0,['CITADEL ADVISORS LLC']
168,2900,2900,4395,4395,ISHARES TR,46434V514,iSharesCanada,84705.0,['CITADEL ADVISORS LLC']
169,2932,2932,4267,4267,ISHARES TR,464287606,iSharesCanada,79464.0,['CITADEL ADVISORS LLC']
170,2936,2936,4378,4378,ISHARES TR,46432F339,iSharesCanada,79074.0,['CITADEL ADVISORS LLC']
171,2940,2940,33,33,8X8 INC NEW,282914100,8x8,77868.0,['CITADEL ADVISORS LLC']
172,2965,2965,4255,4255,ISHARES TR,464287481,iSharesCanada,73080.0,['CITADEL ADVISORS LLC']
173,2975,2975,4290,4290,ISHARES TR,464287879,iSharesCanada,71376.0,['CITADEL ADVISORS LLC']
174,2988,2988,27,27,4D MOLECULAR THERAPEUTICS IN,35104E100,4DMolecular,68742.0,['CITADEL ADVISORS LLC']
175,3036,3036,4321,4321,ISHARES TR,464288638,iSharesCanada,63245.0,['CITADEL ADVISORS LLC']
176,3037,3037,128,128,ADECOAGRO S A,L00849106,AdecoagroIR,63126.0,['CITADEL ADVISORS LLC']
177,3108,3108,4337,4337,ISHARES TR,464288794,iSharesCanada,54618.0,['CITADEL ADVISORS LLC']
178,3113,3113,124,124,ADAPTIVE BIOTECHNOLOGIES COR,00650F109,AdaptiveBiotech,53955.0,['CITADEL ADVISORS LLC']
179,3120,3120,7840,7840,VANECK ETF TRUST,92189F643,vaneck_us,53088.0,['CITADEL ADVISORS LLC']
180,3168,3168,4289,4289,ISHARES TR,464287861,iSharesCanada,47730.0,['CITADEL ADVISORS LLC']
181,3177,3177,4269,4269,ISHARES TR,464287622,iSharesCanada,46982.0,['CITADEL ADVISORS LLC']
182,3235,3235,4344,4344,ISHARES TR,464288869,iSharesCanada,40040.0,['CITADEL ADVISORS LLC']
183,3242,3242,190,190,AFYA LTD,G01125106,AfyaFoundation,39500.0,['CITADEL ADVISORS LLC']
184,3275,3275,4439,4439,ISHARES TR,46435U713,iSharesCanada,36590.0,['CITADEL ADVISORS LLC']
185,3297,3297,134,134,ADMA BIOLOGICS INC,000899104,AdmaBiologics,34726.0,['CITADEL ADVISORS LLC']
186,3300,3300,4430,4430,ISHARES TR,46435U135,iSharesCanada,34659.0,['CITADEL ADVISORS LLC']
187,3349,3349,139,139,ADTALEM GLOBAL ED INC,00737L103,adtalemglobal,29995.0,['CITADEL ADVISORS LLC']
188,3365,3365,4376,4376,ISHARES TR,46429B697,iSharesCanada,28952.0,['CITADEL ADVISORS LLC']
189,3414,3414,126,126,ADDUS HOMECARE CORP,006739106,addusnashville,25557.0,['CITADEL ADVISORS LLC']
190,3417,3417,4287,4287,ISHARES TR,464287838,iSharesCanada,25264.0,['CITADEL ADVISORS LLC']
191,3418,3418,13,13,1ST SOURCE CORP,336901103,1stSourceBankPC,25254.0,['CITADEL ADVISORS LLC']
192,3429,3429,4245,4245,ISHARES TR,464287341,iSharesCanada,24756.0,['CITADEL ADVISORS LLC']
193,3431,3431,200,200,AGILITI INC,00848J104,agilitihealth,24662.0,['CITADEL ADVISORS LLC']
194,3505,3505,194,194,AGENUS INC,00847G705,Agenus_Bio,20453.0,['CITADEL ADVISORS LLC']
195,3521,3521,4297,4297,ISHARES TR,464288182,iSharesCanada,19050.0,['CITADEL ADVISORS LLC']
196,3541,3541,177,177,AEVA TECHNOLOGIES INC,00835Q103,aevainc,18128.0,['CITADEL ADVISORS LLC']
197,3642,3642,16,16,22ND CENTY GROUP INC,90137F202,_xxiicentury,12561.0,['CITADEL ADVISORS LLC']
198,3689,3689,7824,7824,VANECK ETF TRUST,92189F114,vaneck_us,10312.0,['CITADEL ADVISORS LLC']
199,3703,3703,4263,4263,ISHARES TR,464287564,iSharesCanada,10032.0,['CITADEL ADVISORS LLC']
200,3711,3711,4377,4377,ISHARES TR,46429B747,iSharesCanada,9692.0,['CITADEL ADVISORS LLC']
201,3729,3729,179,179,AEYE INC,008183105,AEyeInc,8862.0,['CITADEL ADVISORS LLC']
202,3748,3748,4317,4317,ISHARES TR,464288570,iSharesCanada,8141.0,['CITADEL ADVISORS LLC']
203,3764,3764,4283,4283,ISHARES TR,464287788,iSharesCanada,7476.0,['CITADEL ADVISORS LLC']
204,3766,3766,4411,4411,ISHARES TR,46435G102,iSharesCanada,7421.0,['CITADEL ADVISORS LLC']
205,3781,3781,4242,4242,ISHARES TR,464287309,iSharesCanada,6842.0,['CITADEL ADVISORS LLC']
206,3813,3813,4309,4309,ISHARES TR,464288430,iSharesCanada,5545.0,['CITADEL ADVISORS LLC']
207,3827,3827,4310,4310,ISHARES TR,464288448,iSharesCanada,5080.0,['CITADEL ADVISORS LLC']
208,3832,3832,4402,4402,ISHARES TR,46434V738,iSharesCanada,4966.0,['CITADEL ADVISORS LLC']
209,3838,3838,125,125,ADC THERAPEUTICS SA,H0036K147,ZynlontaHCP,4844.0,['CITADEL ADVISORS LLC']
210,3897,3897,193,193,AGEAGLE AERIAL SYS INC NEW,00848K101,AgEagleUAVS,3427.0,['CITADEL ADVISORS LLC']
211,3920,3920,7860,7860,VANECK ETF TRUST,92189H839,vaneck_us,3080.0,['CITADEL ADVISORS LLC']
212,3948,3948,4424,4424,ISHARES TR,46435G474,iSharesCanada,2480.0,['CITADEL ADVISORS LLC']
213,3961,3961,80,80,ACACIA RESH CORP,003881307,Acacia_Research,2190.0,['CITADEL ADVISORS LLC']
214,4035,4035,129,129,ADEIA INC,00676P107,adeia_inc,1068.0,['CITADEL ADVISORS LLC']
215,4090,4090,152,152,ADVERUM BIOTECHNOLOGIES INC,00773U108,adverumbio,300.0,['CITADEL ADVISORS LLC']
216,4092,4092,79,79,AC IMMUNE SA,H00263105,AC_Immune_SA,285.0,['CITADEL ADVISORS LLC']
217,4131,4131,160,160,AEGLEA BIOTHERAPEUTICS INC,00773J202,aegleabio,49.0,['CITADEL ADVISORS LLC']
218,4133,4133,39,39,A K A BRANDS HLDG CORP,00152K101,aka_brands,43.0,['CITADEL ADVISORS LLC']
